property_type,num_beds,size_sqft,floor_level,furnishing,lat,lng,subzone,planning_area,price,years_left,dist_from_changi_airport,dist_from_cbd,dist_from_nearest_mall,dist_from_nearest_sschool,dist_from_nearest_pschool,dist_from_nearest_comm,dist_from_nearest_mrt
condo,5,1690,high,unspecified,1.3080119,103.76731822674004,clementi woods,clementi,3059700.0,102,25.21,9.74,0.5,0.2,0.89,1.64,0.82
hdb,4,1538,unknown,unspecified,1.3840211,103.7463549865398,choa chu kang central,choa chu kang,770700.0,70,27.1,16.1,0.19,0.58,0.81,3.58,0.27
landed,5,5324,unknown,unspecified,1.3544038,103.8653864,serangoon garden,serangoon,5985000.0,963,13.7,7.94,0.88,0.76,0.41,0.84,0.32
hdb,3,1065,unknown,unfurnished,1.34931315,103.7573411219289,bukit batok east,bukit batok,546000.0,62,25.74,12.73,0.9,0.66,0.45,2.61,0.87
landed,5,3400,unknown,unspecified,1.30640765,103.93278955123664,siglap,bedok,6825000.0,947,8.39,9.39,2.07,0.72,1.65,4.56,2.74
condo,3,1087,unknown,partial,1.3321733999999998,103.72419457835264,taman jurong,jurong west,1554000.0,93,29.54,15.13,0.54,0.21,0.97,1.17,1.38
hdb,3,1001,high,partial,1.30835505,103.7852237239124,ghim moh,queenstown,924000.0,90,23.26,7.85,0.39,0.74,0.83,0.58,0.62
condo,3,1302,unknown,partial,1.3707978,103.9469571,pasir ris central,pasir ris,2310000.0,103,4.85,14.32,0.35,0.42,0.52,1.96,0.36
hdb,3,1001,unknown,unspecified,1.3983307,103.8790664,fernvale,sengkang,609000.0,93,12.98,13.02,0.8,0.83,0.77,1.83,1.97
hdb,3,689,unknown,unspecified,1.3510536,103.9338367,tampines west,tampines,409500.0,63,6.12,11.8,0.77,0.24,0.28,1.28,0.8
condo,5,1690,unknown,unspecified,1.39704825,103.89393329199906,anchorvale,sengkang,2612400.0,94,11.39,13.37,0.57,0.69,0.52,2.53,0.62
hdb,3,1658,unknown,unspecified,1.436395,103.8384005,northland,yishun,869400.0,62,18.84,16.92,0.94,0.27,0.28,4.35,0.86
condo,2,689,high,unspecified,1.3124025,103.84117158557598,moulmein,novena,1785000.0,100,17.14,3.35,0.6,0.99,0.76,0.88,0.35
hdb,2,882,mid,partial,1.37127495,103.8591842845461,cheng san,ang mo kio,441000.0,57,14.47,9.7,0.95,0.93,0.46,2.48,1.08
landed,5,5000,unknown,unspecified,1.3186848,103.843503,moulmein,novena,7014000.0,979,16.7,3.94,0.14,0.84,0.25,0.15,0.2
hdb,3,1582,unknown,unspecified,1.32321315,103.77108632181287,sunset way,clementi,1134000.0,62,24.49,9.94,1.17,1.13,0.85,2.62,1.11
hdb,3,1194,unknown,unspecified,1.3964192,103.7511057,choa chu kang north,choa chu kang,596400.0,73,26.76,16.72,0.5,0.32,0.06,2.16,0.43
hdb,2,700,unknown,unspecified,1.31208845,103.89717015311447,geylang east,geylang,399000.0,53,11.34,5.96,0.4,0.42,0.61,0.79,0.79
landed,5,2750,unknown,unspecified,1.3614485,103.8562891,chong boon,ang mo kio,7140000.0,955,14.72,8.59,1.08,0.75,0.27,1.48,1.2
condo,1,560,unknown,partial,1.3027702,103.8694351,tanjong rhu,kallang,1680000.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,3,947,unknown,unspecified,1.3572912,103.7615246,hillview,bukit batok,1773300.0,999,25.26,12.88,0.74,1.04,0.88,3.61,0.86
condo,5,2142,unknown,unfurnished,1.3005809,103.89939364290174,marine parade,marine parade,5953500.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
hdb,3,989,unknown,unspecified,1.31370335,103.89606731775888,geylang east,geylang,607800.0,53,11.37,5.96,0.19,0.59,0.75,0.57,0.58
condo,1,527,unknown,unfurnished,1.29410615,103.83673469533848,institution hill,river valley,1811200.0,1002,18.29,1.99,0.53,0.87,1.44,1.53,0.73
condo,1,484,unknown,partial,1.31735885,103.83802909608715,moulmein,novena,1344000.0,999,17.32,3.99,0.62,0.35,0.36,0.67,0.56
hdb,2,721,unknown,unspecified,1.4175065,103.832324539314,khatib,yishun,512400.0,95,18.6,14.92,1.0,0.24,0.22,3.94,0.07
condo,2,657,unknown,unspecified,1.3404645,103.88373309629344,joo seng,toa payoh,1260000.0,103,11.81,7.21,1.56,0.16,0.68,1.74,0.46
condo,2,700,high,fully,1.3306509,103.7670572,sunset way,clementi,1362900.0,1001,24.82,10.72,1.54,1.75,0.76,2.21,1.49
condo,3,1119,unknown,unfurnished,1.316643,103.85763,lavender,kallang,2324700.0,1000,15.25,3.68,0.61,0.92,0.58,1.63,0.5
condo,3,1152,unknown,partial,1.3260123,103.8500626,balestier,novena,2625000.0,1001,15.79,4.66,0.42,1.09,0.62,0.76,0.79
hdb,3,1216,high,unspecified,1.39187155,103.88461607816028,anchorvale,sengkang,682500.0,79,12.16,12.49,0.88,0.64,0.35,2.54,1.21
hdb,3,1119,high,unfurnished,1.37747295,103.8912765,hougang west,hougang,577500.0,66,11.04,11.25,0.42,0.45,0.42,1.23,0.63
condo,5,2142,unknown,unspecified,1.3005809,103.89939364290174,marine parade,marine parade,5477800.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
hdb,3,1001,unknown,unspecified,1.40592365,103.91041867615932,waterway east,punggol,699300.0,93,10.2,15.0,0.48,0.43,0.15,0.61,1.0
condo,1,474,unknown,unspecified,1.3271094,103.7964042,coronation road,bukit timah,1360100.0,99,21.64,7.77,1.27,0.79,1.15,2.39,0.42
condo,3,1066,ground,unspecified,1.35516795,103.92965066839812,tampines west,tampines,1510900.0,97,6.55,11.74,1.21,0.49,0.75,1.74,1.45
landed,5,2600,unknown,unspecified,1.37138015,103.83259607458244,sembawang hills,ang mo kio,5964000.0,965,17.41,9.89,1.49,0.35,0.36,2.86,0.44
condo,3,1119,unknown,unspecified,1.3271094,103.7964042,coronation road,bukit timah,2831800.0,99,21.64,7.77,1.27,0.79,1.15,2.39,0.42
hdb,3,1001,unknown,unspecified,1.44476015,103.8318793851922,sembawang east,sembawang,656200.0,94,19.92,17.92,0.23,0.98,1.06,3.96,0.31
condo,5,1819,unknown,unspecified,1.3124025,103.84117158557598,moulmein,novena,4519200.0,100,17.14,3.35,0.6,0.99,0.76,0.88,0.35
condo,4,1153,unknown,fully,1.3523793,103.6967058924398,yunnan,jurong west,1048800.0,94,32.48,18.81,0.37,0.58,0.44,0.23,1.64
condo,3,1152,low,unspecified,1.316643,103.85763,lavender,kallang,2292200.0,1000,15.25,3.68,0.61,0.92,0.58,1.63,0.5
condo,4,2056,unknown,unspecified,1.29410615,103.83673469533848,institution hill,river valley,6603300.0,1002,18.29,1.99,0.53,0.87,1.44,1.53,0.73
hdb,2,785,unknown,unspecified,1.35025705,103.75665734562726,bukit batok east,bukit batok,420000.0,62,25.81,12.85,0.82,0.53,0.47,2.68,0.8
landed,5,5000,unknown,partial,1.3342095,103.8065763,hillcrest,bukit timah,9429000.0,979,20.41,7.47,1.53,0.46,0.45,3.57,0.86
hdb,3,1302,unknown,unspecified,1.34805165,103.95559016408129,simei,tampines,630000.0,65,3.81,13.59,0.69,0.7,0.59,1.15,0.59
landed,6,7432,unknown,unspecified,1.2411094,103.83616118799549,sentosa,southern islands,16800000.0,93,21.29,5.03,2.96,4.23,3.82,5.45,3.14
condo,3,1399,low,unspecified,1.2963944,103.89101386970906,mountbatten,marine parade,3913200.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
condo,4,1410,unknown,unspecified,1.3454601,103.76950094423792,anak bukit,bukit timah,2752300.0,101,24.41,11.38,0.84,1.93,0.93,3.13,0.86
condo,3,1184,unknown,unspecified,1.2985638,103.88440785352569,tanjong rhu,kallang,3066000.0,993,13.29,4.01,0.96,0.29,1.47,2.39,0.87
hdb,4,1636,unknown,unspecified,1.3923914,103.7443826,choa chu kang north,choa chu kang,798000.0,72,27.44,16.91,0.13,0.42,0.31,2.74,0.66
condo,1,689,unknown,fully,1.28099045,103.85274051881804,central subzone,downtown core,1491000.0,85,17.32,0.36,0.14,1.83,1.54,0.67,0.17
hdb,3,990,unknown,unspecified,1.3577742499999998,103.8707064,serangoon garden,serangoon,577500.0,61,13.11,8.44,0.83,0.13,0.26,0.74,0.82
hdb,3,1119,unknown,unspecified,1.4209385,103.8361094498475,yishun south,yishun,522900.0,63,18.35,15.25,0.65,0.23,0.5,3.65,0.53
condo,3,1227,unknown,partial,1.31730585,103.83260746060152,nassim,tanglin,3570000.0,1002,17.91,4.25,1.13,0.47,0.32,1.24,0.79
condo,2,646,ground,partial,1.36679605,103.8865753660334,kovan,hougang,1291500.0,100,11.39,9.96,0.82,0.76,0.63,1.57,0.75
condo,1,592,mid,fully,1.30406545,103.84891443109451,mount emily,rochor,1365000.0,985,16.62,2.24,0.3,0.5,0.82,0.9,0.37
hdb,2,732,unknown,unspecified,1.3275507,103.92353911934822,kembangan,bedok,577500.0,93,7.95,9.36,0.69,0.33,0.46,3.5,1.01
condo,2,689,high,unspecified,1.2963944,103.89101386970906,mountbatten,marine parade,2119300.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
hdb,2,721,unknown,unspecified,1.3399244,103.74071666615536,yuhua east,jurong east,420000.0,59,27.64,13.79,0.68,0.94,0.33,0.95,0.77
condo,3,1378,high,unfurnished,1.2985638,103.88440785352569,tanjong rhu,kallang,3849300.0,993,13.29,4.01,0.96,0.29,1.47,2.39,0.87
hdb,3,1011,unknown,unspecified,1.3910774,103.88088316042156,fernvale,sengkang,603800.0,95,12.53,12.29,0.53,0.3,0.71,2.13,1.63
hdb,3,904,high,unfurnished,1.3348851000000002,103.91173421423876,kaki bukit,bedok,493500.0,64,8.9,8.76,2.21,1.29,0.45,2.75,0.36
condo,3,1141,mid,partial,1.28617715,103.83955002171584,pearl's hill,outram,2730000.0,102,18.36,1.35,0.39,0.27,1.15,1.62,0.66
landed,6,4000,unknown,unfurnished,1.3562233,103.8322278,upper thomson,bishan,12810000.0,984,17.39,8.28,0.24,1.15,1.63,1.88,0.21
condo,4,1152,unknown,partial,1.4472921,103.82838332163992,sembawang east,sembawang,1260000.0,100,20.39,18.25,0.52,1.25,0.85,3.5,0.49
condo,4,1399,unknown,partial,1.4446778,103.8311689,sembawang east,sembawang,1764000.0,103,19.98,17.92,0.18,0.96,1.12,3.89,0.24
condo,2,807,unknown,unfurnished,1.29410615,103.83673469533848,institution hill,river valley,2787800.0,1002,18.29,1.99,0.53,0.87,1.44,1.53,0.73
condo,3,1141,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,3360000.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,4,1227,unknown,unspecified,1.3131859,103.8996932,geylang east,geylang,2605300.0,1002,11.03,6.27,0.58,0.6,0.35,0.88,0.83
condo,1,560,low,unspecified,1.3004468,103.8459093811848,dhoby ghaut,museum,1365000.0,91,17.08,1.93,0.11,0.33,0.75,0.69,0.18
hdb,3,914,unknown,unspecified,1.38122065,103.8801741,trafalgar,hougang,519800.0,81,12.33,11.22,0.41,0.46,0.33,2.45,1.45
landed,6,4352,unknown,unspecified,1.3870489,103.872999,seletar hills,serangoon,9166500.0,979,13.26,11.65,0.4,0.71,0.35,1.43,2.29
condo,2,667,unknown,unfurnished,1.3159611,103.836848,moulmein,novena,2047500.0,1000,17.49,3.9,0.77,0.43,0.37,0.86,0.42
condo,3,1249,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,3780000.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,3,1000,unknown,unspecified,1.3859375,103.8344656879244,tagore,ang mo kio,2415000.0,103,17.42,11.44,2.01,1.03,0.79,3.17,0.15
hdb,3,1238,unknown,unspecified,1.3359523,103.9389362608958,bedok reservoir,bedok,774900.0,77,6.01,11.31,1.51,0.35,0.32,2.03,0.75
condo,3,1206,high,partial,1.2980308,103.76637790361508,clementi west,clementi,1701000.0,75,25.58,9.6,0.62,0.37,1.92,1.1,1.89
condo,3,1066,high,partial,1.3707978,103.9469571,pasir ris central,pasir ris,1942500.0,103,4.85,14.32,0.35,0.42,0.52,1.96,0.36
condo,1,517,unknown,unspecified,1.3648386499999998,103.7641701502389,hillview,bukit batok,819000.0,93,24.97,13.21,0.16,0.58,0.48,4.49,0.45
hdb,3,1119,unknown,unspecified,1.4180438,103.8405602,yishun south,yishun,525000.0,65,17.77,14.88,0.08,0.36,0.29,3.07,0.85
landed,7,11560,unknown,unspecified,1.3376913,103.7860849,swiss club,bukit timah,15624000.0,856,22.63,9.4,0.82,1.97,1.1,3.48,0.37
condo,2,764,unknown,unspecified,1.44310135,103.82466174239444,sembawang springs,sembawang,945000.0,93,20.54,17.85,0.15,0.93,0.48,3.33,0.56
condo,3,1044,unknown,unspecified,1.3859375,103.8344656879244,tagore,ang mo kio,2192400.0,103,17.42,11.44,2.01,1.03,0.79,3.17,0.15
condo,4,1876,penthouse,unfurnished,1.3501789,103.9284450931913,tampines west,tampines,2100000.0,91,6.73,11.27,1.37,0.17,0.85,1.89,1.23
condo,2,818,unknown,partial,1.32956515,103.86824104469466,potong pasir,toa payoh,1575000.0,992,13.73,5.38,0.23,0.33,0.38,2.25,0.24
landed,4,1617,unknown,unspecified,1.3721314,103.8287,sembawang hills,ang mo kio,3675000.0,975,17.85,10.08,1.92,0.63,0.65,3.2,0.88
condo,1,495,unknown,unspecified,1.3087662,103.8090654,ridout,tanglin,1527800.0,1000,20.68,5.46,1.55,1.08,1.34,2.13,0.98
condo,3,872,low,unspecified,1.3307095,103.8683907,potong pasir,toa payoh,2568300.0,1001,13.69,5.5,0.1,0.28,0.34,2.25,0.13
condo,4,1281,unknown,partial,1.33869315,103.87174954613296,bidadari,toa payoh,3081800.0,101,13.16,6.46,0.87,0.57,0.54,1.39,0.12
condo,2,614,unknown,unspecified,1.29773195,103.8559134735316,bugis,downtown core,1901600.0,101,16.17,1.6,0.06,0.82,0.46,0.65,0.3
condo,1,527,unknown,unspecified,1.304855,103.77377633404797,dover,queenstown,1260000.0,100,24.59,8.95,0.87,0.56,1.39,0.84,0.9
hdb,4,1571,unknown,unspecified,1.3257831,103.90975001517054,kembangan,bedok,976500.0,66,9.44,7.97,1.89,0.92,0.59,2.0,0.63
condo,2,689,unknown,unspecified,1.2915204500000002,103.80511320990595,mei chin,queenstown,1974000.0,99,21.67,5.23,0.31,0.94,0.58,0.46,0.35
condo,2,926,ground,unspecified,1.34556315,103.72430663878671,hong kah,jurong west,1470000.0,97,29.43,15.71,1.28,0.26,0.35,1.7,0.4
condo,4,1464,unknown,unfurnished,1.3171376,103.75970123067364,faber,clementi,2929500.0,100,25.85,10.85,0.61,0.29,0.49,1.81,0.65
hdb,3,1184,unknown,unfurnished,1.3984349,103.907281,punggol field,punggol,577500.0,80,10.1,14.1,0.76,0.47,0.21,1.5,1.51
condo,2,678,unknown,unfurnished,1.44002835,103.82774103667388,sembawang springs,sembawang,1080400.0,103,20.08,17.46,0.37,0.51,0.88,3.8,0.4
condo,2,710,unknown,unfurnished,1.3159484,103.8575892,lavender,kallang,1502600.0,1003,15.28,3.61,0.53,1.0,0.66,1.64,0.44
hdb,3,1033,unknown,unspecified,1.2931142000000002,103.81139312358758,margaret drive,queenstown,945000.0,77,20.96,4.57,0.86,0.22,0.51,1.0,0.61
hdb,3,1216,unknown,unspecified,1.4479183,103.8313757728877,sembawang east,sembawang,771800.0,94,20.14,18.27,0.53,1.32,1.1,3.79,0.57
condo,4,1581,mid,partial,1.29988105,103.88811428633838,mountbatten,marine parade,3853500.0,101,12.86,4.44,1.31,0.66,1.26,2.11,0.94
condo,4,1206,unknown,partial,1.3568431,103.9304835395196,tampines west,tampines,1470000.0,102,6.45,11.93,1.17,0.53,0.6,1.69,1.53
condo,3,1206,unknown,unfurnished,1.29988105,103.88811428633838,mountbatten,marine parade,2918000.0,101,12.86,4.44,1.31,0.66,1.26,2.11,0.94
hdb,3,1000,unknown,unspecified,1.3249096,103.85559309602272,balestier,novena,827400.0,95,15.22,4.55,1.04,0.55,0.4,1.18,0.9
condo,3,1044,unknown,unfurnished,1.4446778,103.8311689,sembawang east,sembawang,1202200.0,103,19.98,17.92,0.18,0.96,1.12,3.89,0.24
condo,3,958,unknown,unspecified,1.3660231,103.77507192428756,dairy farm,bukit panjang,1607100.0,101,23.77,12.44,1.06,1.04,0.77,5.22,0.94
condo,1,484,unknown,partial,1.2963944,103.89101386970906,mountbatten,marine parade,1485100.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
condo,2,710,unknown,partial,1.3707978,103.9469571,pasir ris central,pasir ris,1470000.0,103,4.85,14.32,0.35,0.42,0.52,1.96,0.36
condo,2,1119,unknown,unspecified,1.2908896,103.83745798944445,robertson quay,singapore river,2814000.0,93,18.35,1.74,0.67,0.51,1.46,1.54,0.78
hdb,3,1119,unknown,unspecified,1.34352555,103.69619334465212,yunnan,jurong west,513300.0,67,32.56,18.49,0.23,0.62,0.34,1.09,0.67
hdb,3,1001,low,partial,1.3739713999999998,103.74261706500718,keat hong,choa chu kang,588000.0,94,27.42,15.68,0.42,0.95,0.44,4.5,1.27
condo,4,1496,unknown,partial,1.304855,103.77377633404797,dover,queenstown,3045000.0,100,24.59,8.95,0.87,0.56,1.39,0.84,0.9
condo,2,850,unknown,unspecified,1.30646595,103.84754111158836,mackenzie,rochor,1575000.0,986,16.67,2.53,0.34,0.77,0.78,1.19,0.27
landed,6,5748,unknown,unspecified,1.36703,103.88996647282468,hougang central,hougang,4615800.0,99,11.01,10.14,0.68,0.81,0.79,1.4,0.54
landed,6,5580,unknown,unspecified,1.325923,103.7961083,coronation road,bukit timah,14910000.0,74,21.69,7.71,1.39,0.83,1.22,2.25,0.55
hdb,3,990,unknown,unspecified,1.3752048499999998,103.88237156026992,trafalgar,hougang,699300.0,93,11.97,10.66,0.33,0.28,0.38,2.2,1.19
hdb,3,1023,unknown,unspecified,1.3958683,103.91531983818668,punggol field,punggol,598500.0,81,9.18,14.27,0.33,0.46,0.29,1.75,2.18
landed,6,9000,unknown,unspecified,1.3417329,103.7881476,swiss club,bukit timah,54600000.0,988,22.36,9.51,0.71,1.99,1.39,3.9,0.85
condo,4,1249,unknown,partial,1.432231,103.79930106701984,woodlands south,woodlands,1449000.0,93,22.61,17.4,0.61,0.44,0.31,1.51,0.86
condo,3,1227,unknown,unspecified,1.3455515,103.8815143,upper paya lebar,serangoon,2696200.0,998,11.98,7.59,0.95,0.55,0.62,1.2,0.37
condo,3,2723,unknown,unspecified,1.2433584,103.8374519,sentosa,southern islands,10269000.0,91,21.02,4.75,2.83,4.05,3.6,5.16,3.01
condo,1,474,high,partial,1.3271094,103.7964042,coronation road,bukit timah,1360100.0,99,21.64,7.77,1.27,0.79,1.15,2.39,0.42
condo,3,947,high,partial,1.3404645,103.88373309629344,joo seng,toa payoh,1890000.0,103,11.81,7.21,1.56,0.16,0.68,1.74,0.46
hdb,3,1001,unknown,unspecified,1.3095995,103.78404524621212,ghim moh,queenstown,1016400.0,94,23.36,8.02,0.58,0.84,0.82,0.75,0.63
condo,4,1399,unknown,unspecified,1.28301625,103.83988698554164,pearl's hill,outram,3953200.0,100,18.48,1.29,0.33,0.47,0.8,1.68,0.31
condo,5,3454,unknown,unspecified,1.3116278,103.79388546155636,holland drive,queenstown,12821900.0,102,22.24,7.1,0.18,1.32,1.23,0.71,0.29
landed,3,2000,unknown,unspecified,1.3540412,103.8436266,marymount,bishan,4200000.0,958,16.12,7.8,0.69,0.19,1.11,0.62,0.68
hdb,3,904,unknown,unspecified,1.37241715,103.8876040216907,hougang west,hougang,513300.0,63,11.34,10.58,0.69,0.24,0.28,1.65,0.55
landed,4,2800,unknown,unspecified,1.32447465,103.95398884766334,bedok south,bedok,6699000.0,966,5.3,12.26,1.44,0.35,1.2,1.71,0.57
hdb,3,1183,high,unfurnished,1.31138395,103.76718230321153,clementi central,clementi,966000.0,79,25.15,9.86,0.25,0.36,0.54,1.85,0.47
hdb,3,1184,unknown,unspecified,1.3480872,103.70749848025282,boon lay place,jurong west,735000.0,79,31.29,17.52,0.62,0.45,0.37,1.52,1.06
condo,4,1378,unknown,partial,1.3113226999999998,103.85247580094573,kampong java,kallang,2884400.0,103,15.97,3.03,0.4,1.36,0.21,1.39,0.32
condo,2,1001,high,partial,1.3143868,103.8445323,moulmein,novena,1837500.0,986,16.71,3.45,0.33,1.12,0.38,0.64,0.67
condo,3,969,unknown,unspecified,1.4417104,103.82765897017129,sembawang springs,sembawang,1470000.0,101,20.17,17.65,0.31,0.68,0.85,3.69,0.27
landed,6,8000,unknown,unfurnished,1.30640765,103.93278955123664,siglap,bedok,6279000.0,947,8.39,9.39,2.07,0.72,1.65,4.56,2.74
condo,3,969,unknown,unspecified,1.4349279,103.8452818,yishun east,yishun,1197000.0,104,18.09,16.71,1.25,0.52,0.79,3.7,1.29
condo,4,1959,unknown,unspecified,1.2915415,103.84517442690934,clarke quay,singapore river,5821200.0,103,17.54,1.09,0.3,0.97,0.97,0.76,0.14
condo,5,1400,top,unspecified,1.38880665,103.8696866241516,fernvale,sengkang,1680000.0,101,13.66,11.77,0.15,0.97,0.52,1.01,2.69
hdb,3,904,mid,partial,1.37241715,103.8876040216907,hougang west,hougang,513300.0,63,11.34,10.58,0.69,0.24,0.28,1.65,0.55
condo,2,829,high,partial,1.29142015,103.84426811480154,clarke quay,singapore river,2337300.0,103,17.64,1.15,0.34,0.98,1.06,0.85,0.12
condo,1,527,unknown,unspecified,1.29410615,103.83673469533848,institution hill,river valley,1739800.0,1002,18.29,1.99,0.53,0.87,1.44,1.53,0.73
condo,2,721,unknown,unspecified,1.375344,103.7587454,gombak,bukit batok,1118200.0,101,25.64,14.44,0.52,0.59,0.83,4.54,0.54
condo,4,1195,unknown,unfurnished,1.4009397,103.89726215543872,matilda,punggol,1554000.0,93,11.23,13.91,0.82,0.57,0.18,1.97,1.04
hdb,3,1076,unknown,unspecified,1.4471134,103.8205092,sembawang central,sembawang,630100.0,76,21.15,18.37,0.16,0.46,0.21,2.71,0.22
hdb,3,1109,unknown,unspecified,1.3743862,103.8829037,hougang west,hougang,480900.0,64,11.89,10.6,0.41,0.2,0.33,2.14,1.11
condo,3,1163,unknown,unspecified,1.3159611,103.836848,moulmein,novena,3381000.0,1000,17.49,3.9,0.77,0.43,0.37,0.86,0.42
landed,3,5800,unknown,unspecified,1.3903539,103.860559,seletar hills,serangoon,9333300.0,953,14.69,11.81,1.03,1.92,1.52,0.38,1.98
landed,6,11600,unknown,partial,1.2481118,103.8406065,sentosa,southern islands,26827500.0,91,20.43,4.14,2.66,3.75,3.06,4.55,2.86
hdb,3,1227,unknown,unspecified,1.3253011,103.9232041,kembangan,bedok,732900.0,52,8.09,9.2,0.68,0.37,0.59,3.4,1.2
hdb,3,1119,high,unspecified,1.3550445,103.93650194878953,tampines west,tampines,582800.0,65,5.79,12.3,0.47,0.39,0.36,0.99,1.08
condo,3,1604,unknown,unspecified,1.2802667,103.85227306856048,central subzone,downtown core,3150000.0,90,17.4,0.42,0.2,1.81,1.46,0.76,0.11
hdb,3,1313,high,unspecified,1.2877094,103.81218665932803,alexandra hill,bukit merah,840000.0,63,21.08,4.39,0.77,0.22,0.39,0.87,0.55
condo,3,1173,unknown,unfurnished,1.37035665,103.8485357761894,ang mo kio town centre,ang mo kio,2507400.0,91,15.64,9.56,0.1,0.56,0.43,2.16,0.12
condo,4,1496,low,unspecified,1.3123637,103.80327091227252,farrer court,bukit timah,4711400.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
hdb,2,731,unknown,unspecified,1.3201249,103.73985825933735,teban gardens,jurong east,367500.0,62,27.98,13.05,1.45,0.65,1.85,1.2,1.47
landed,5,5500,unknown,unspecified,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,7140000.0,932,13.73,8.57,0.56,0.63,0.3,1.28,0.96
condo,4,2842,unknown,unspecified,1.3088303,103.83013049275884,orange grove,newton,16054500.0,991,18.43,3.64,0.24,1.38,1.23,1.93,0.96
condo,4,1496,unknown,unspecified,1.30120955,103.8470858524024,mount emily,rochor,3255000.0,95,16.92,1.97,0.25,0.26,0.69,0.67,0.27
condo,1,635,unknown,partial,1.27421825,103.84600550482058,tanjong pagar,downtown core,1353300.0,87,18.34,1.23,0.32,1.66,0.7,1.68,0.26
condo,3,1302,unknown,unspecified,1.29988105,103.88811428633838,mountbatten,marine parade,2625000.0,101,12.86,4.44,1.31,0.66,1.26,2.11,0.94
condo,3,1227,unknown,unspecified,1.3375473,103.93415307748012,bedok reservoir,bedok,1751400.0,79,6.44,10.95,1.37,0.43,0.46,2.12,0.24
condo,4,1238,low,fully,1.35110615,103.87682598525656,upper paya lebar,serangoon,2835000.0,98,12.45,7.95,0.36,0.44,0.91,0.5,0.45
condo,2,850,unknown,unspecified,1.30646595,103.84754111158836,mackenzie,rochor,1627500.0,986,16.67,2.53,0.34,0.77,0.78,1.19,0.27
landed,5,3500,unknown,unspecified,1.3650701,103.8850664,kovan,hougang,7140000.0,979,11.54,9.72,0.62,0.86,0.73,1.54,0.54
hdb,2,818,unknown,unspecified,1.3423271,103.84650107946786,toa payoh west,toa payoh,428400.0,50,15.89,6.48,0.95,0.36,0.49,0.96,0.21
